configuration	term	J	energy
3d3	a 4F	3/2	0.0
3d3	a 4F	5/2	0.001326
3d3	a 4F	7/2	0.003112
3d3	a 4F	9/2	0.00532
3d3	a 4P	1/2	0.104921
3d3	a 4P	3/2	0.10563199999999999
3d3	a 4P	5/2	0.107253
3d3	a 2G	7/2	0.109045
3d3	a 2G	9/2	0.11105599999999999
3d3	a 2P	3/2	0.141705
3d3	a 2P	1/2	0.141974
3d3	a 2D2	3/2	0.148814
3d3	a 2D2	5/2	0.14921700000000002
3d3	a 2H	9/2	0.153192
3d3	a 2H	11/2	0.154711
3d3	a 2F	7/2	0.25267399999999995
3d3	a 2F	5/2	0.253759
3d3	b 2D1	5/2	0.385169
3d3	b 2D1	3/2	0.386115
3d2.(3F).4s	b 4F	3/2	0.40043340000000005
3d2.(3F).4s	b 4F	5/2	0.4019603
3d2.(3F).4s	b 4F	7/2	0.4041088
3d2.(3F).4s	b 4F	9/2	0.406853
3d2.(3F).4s	b 2F	5/2	0.44950740000000006
3d2.(3F).4s	b 2F	7/2	0.4538592000000001
3d2.(1D).4s	c 2D	5/2	0.5117714
3d2.(1D).4s	c 2D	3/2	0.5126492
3d2.(3P).4s	b 4P	1/2	0.5151329000000001
3d2.(3P).4s	b 4P	3/2	0.5164064
3d2.(3P).4s	b 4P	5/2	0.518716
3d2.(3P).4s	b 2P	1/2	0.5611468000000001
3d2.(3P).4s	b 2P	3/2	0.5629548000000001
3d2.(1G).4s	b 2G	9/2	0.5768605
3d2.(1G).4s	b 2G	7/2	0.5769692
3d2.(3F).4p	z 4G*	5/2	0.779352
3d2.(3F).4p	z 4G*	7/2	0.7825573
3d2.(1S).4s	a 2S	1/2	0.78646
3d2.(3F).4p	z 4G*	9/2	0.7864818
3d2.(3F).4p	z 4F*	3/2	0.790222
3d2.(3F).4p	z 4G*	11/2	0.7910654
3d2.(3F).4p	z 4F*	5/2	0.7922374
3d2.(3F).4p	z 4F*	7/2	0.7947973
3d2.(3F).4p	z 4F*	9/2	0.7977638000000001
3d2.(3F).4p	z 2F*	5/2	0.8008291999999999
3d2.(3F).4p	z 2F*	7/2	0.8049036
3d2.(3F).4p	2D*	3/2	0.8070096999999999
3d2.(3F).4p	4D*	5/2	0.8105208
3d2.(3F).4p	4D*	1/2	0.8110791
3d2.(3F).4p	4D*	3/2	0.8127907
3d2.(3F).4p	4D*	7/2	0.8148321999999999
3d2.(3F).4p	2D*	5/2	0.8151983
3d2.(3F).4p	z 2G*	7/2	0.8357269
3d2.(3F).4p	z 2G*	9/2	0.8388445999999999
3d2.(3P).4p	z 2S*	1/2	0.8630998
