configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	5/2	0.310627
2s2.2p3	2D*	3/2	0.31095300000000003
2s2.2p3	2P*	1/2	0.469855
2s2.2p3	2P*	3/2	0.469862
2s.2p4	4P	5/2	1.384212
2s.2p4	4P	3/2	1.387289
2s.2p4	4P	1/2	1.38887
2s.2p4	2D	5/2	1.915863
2s.2p4	2D	3/2	1.9159959999999998
2s.2p4	2S	1/2	2.262324
2s.2p4	2P	3/2	2.4290903
2s.2p4	2P	1/2	2.4325791000000003
2s2.2p2.(3P).3s	4P	1/2	2.8860721000000003
2s2.2p2.(3P).3s	4P	3/2	2.8879966
2s2.2p2.(3P).3s	4P	5/2	2.8909032999999997
2s2.2p2.(3P).3s	2P	1/2	2.9569937000000004
2s2.2p2.(3P).3s	2P	3/2	2.9604945
2s2.2p2.(1D).3s	2D	5/2	3.1349789
2s2.2p2.(1D).3s	2D	3/2	3.13501
2s2.2p2.(3P).3p	2S*	1/2	3.1387405
2s2.2p2.(3P).3p	4D*	1/2	3.1776137
2s2.2p2.(3P).3p	4D*	3/2	3.1786599
2s2.2p2.(3P).3p	4D*	5/2	3.1803881
2s2.2p2.(3P).3p	4D*	7/2	3.1827478
2s2.2p2.(3P).3p	4P*	1/2	3.2007011000000003
2s2.2p2.(3P).3p	4P*	3/2	3.2015618
2s2.2p2.(3P).3p	4P*	5/2	3.2032807
2s2.2p2.(3P).3p	2D*	3/2	3.2439457999999997
2s2.2p2.(3P).3p	2D*	5/2	3.2474990000000004
2s2.2p2.(3P).3p	4S*	3/2	3.2575915
2s2.2p2.(3P).3p	2P*	1/2	3.2837351000000004
2s2.2p2.(3P).3p	2P*	3/2	3.2845261
2s2.2p2.(1S).3s	2S	1/2	3.3960961000000003
2s2.2p2.(1D).3p	2F*	5/2	3.433782
2s2.2p2.(1D).3p	2F*	7/2	3.4343748
2s2.2p2.(1D).3p	2D*	5/2	3.4650977
2s2.2p2.(1D).3p	2D*	3/2	3.4656135999999997
2s2.2p2.(1D).3p	2P*	1/2	3.5025327000000006
2s2.2p2.(1D).3p	2P*	3/2	3.5037586000000003
2s2.2p2.(3P).3d	4F	3/2	3.5289662000000006
2s2.2p2.(3P).3d	4F	5/2	3.5299562000000004
2s2.2p2.(3P).3d	4F	7/2	3.5313737
2s2.2p2.(3P).3d	4F	9/2	3.5332269
2s2.2p2.(3P).3d	2P	3/2	3.549618
2s2.2p2.(3P).3d	2P	1/2	3.5515506
2s2.2p2.(3P).3d	4D	5/2	3.5546504999999997
2s2.2p2.(3P).3d	4D	3/2	3.5546732000000003
2s2.2p2.(3P).3d	4D	1/2	3.555042
2s2.2p2.(3P).3d	4D	7/2	3.5558591
2s2.2p2.(3P).3d	4P	5/2	3.5615468999999997
2s2.2p2.(3P).3d	4P	3/2	3.5628387000000004
2s2.2p2.(3P).3d	4P	1/2	3.5634873999999996
2s2.2p2.(3P).3d	2F	5/2	3.5654
2s2.2p2.(3P).3d	2F	7/2	3.568767
2s.2p3.(5S*).3s	6S*	5/2	3.5715432999999996
2s2.2p2.(3P).3d	2D	3/2	3.6019482000000003
2s2.2p2.(3P).3d	2D	5/2	3.6030192000000003
2p5	2P*	3/2	3.6560561000000003
2p5	2P*	1/2	3.6607815
2s.2p3.(5S*).3s	4S*	3/2	3.6886342000000005
2s2.2p2.(1S).3p	2P*	1/2	3.7079855000000004
