configuration	term	J	energy
3s2.3p	2P*	1/2	0.0
3s2.3p	2P*	3/2	0.03926
3s.3p2	4P	1/2	1.176
3s.3p2	4P	3/2	1.19083
3s.3p2	4P	5/2	1.21237
3s.3p2	2D	3/2	1.563481
3s.3p2	2D	5/2	1.565837
3s.3p2	2S	1/2	1.973667
3s.3p2	2P	1/2	2.105175
3s.3p2	2P	3/2	2.128654
3s2.3d	2D	3/2	2.57302
3s2.3d	2D	5/2	2.57503
3p3	4S*	3/2	3.14637
3s.3p.3d	4P*	5/2	3.72004
3s.3p.3d	4P*	3/2	3.72973
3s.3p.3d	4D*	1/2	3.75274
3s.3p.3d	4D*	3/2	3.75796
3s.3p.3d	4D*	5/2	3.76146
3s.3p.3d	4D*	7/2	3.76245
3s2.4s	2S	1/2	4.98757
3s.3p.4s	4P*	1/2	6.27632
3s.3p.4s	4P*	3/2	6.28891
3s.3p.4s	4P*	5/2	6.31356
3s2.4d	2D	3/2	6.36276
3s2.4d	2D	5/2	6.3645
3s2.4f	2F*	5/2	6.77334
3s2.4f	2F*	7/2	6.7737
3s2.5d	2D	3/2	8.07103
3s2.5d	2D	5/2	8.0715
3s2.5f	2F*	5/2	8.24744
3s2.5f	2F*	7/2	8.24776
3s2.6d	2D	3/2	8.92813
3s2.6d	2D	5/2	8.93123
3s2.6f	2F*	5/2	9.03087
3s2.6f	2F*	7/2	9.03091
3s2.7f	2F*	7/2	9.5064
3s2.7f	2F*	5/2	9.50702
