Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3d4"	"a 5D"	"0"	""	"0.000000"	""	""	"                                        "	"L7185"
"3d4"	"a 5D"	"1"	""	"0.000902"	""	""	"                                        "	""
"3d4"	"a 5D"	"2"	""	"0.002614"	""	""	"                                        "	""
"3d4"	"a 5D"	"3"	""	"0.005032"	""	""	"                                        "	""
"3d4"	"a 5D"	"4"	""	"0.008072"	""	""	"                                        "	""
"3d4"	"a 3P"	"0"	""	"0.188215"	""	""	"                                        "	""
"3d4"	"a 3P"	"1"	""	"0.193907"	""	""	"                                        "	""
"3d4"	"a 3H"	"4"	""	"0.193924"	""	""	"                                        "	""
"3d4"	"a 3H"	"5"	""	"0.195693"	""	""	"                                        "	""
"3d4"	"a 3H"	"6"	""	"0.197556"	""	""	"                                        "	""
"3d4"	"a 3P"	"2"	""	"0.203438"	""	""	"                                        "	""
"3d4"	"a 3F"	"2"	""	"0.207687"	""	""	"                                        "	""
"3d4"	"a 3F"	"3"	""	"0.208337"	""	""	"                                        "	""
"3d4"	"a 3F"	"4"	""	"0.209219"	""	""	"                                        "	""
"3d4"	"a 3G"	"3"	""	"0.231830"	""	""	"                                        "	""
"3d4"	"a 3G"	"4"	""	"0.233930"	""	""	"                                        "	""
"3d4"	"a 3G"	"5"	""	"0.235815"	""	""	"                                        "	""
"3d4"	"a 3D"	"3"	""	"0.286003"	""	""	"                                        "	""
"3d4"	"a 3D"	"2"	""	"0.286808"	""	""	"                                        "	""
"3d4"	"a 3D"	"1"	""	"0.287785"	""	""	"                                        "	""
"3d4"	"b 3F"	"4"	""	"0.484906"	""	""	"                                        "	""
"3d4"	"b 3F"	"2"	""	"0.485347"	""	""	"                                        "	""
"3d4"	"b 3F"	"3"	""	"0.485584"	""	""	"                                        "	""
"3d3.(4F).4s"	"a 5F"	"1"	""	"1.016117"	""	""	"                                        "	""
"3d3.(4F).4s"	"a 5F"	"2"	""	"1.017980"	""	""	"                                        "	""
"3d3.(4F).4s"	"a 5F"	"3"	""	"1.020740"	""	""	"                                        "	""
"3d3.(4F).4s"	"a 5F"	"4"	""	"1.024345"	""	""	"                                        "	""
"3d3.(4F).4s"	"a 5F"	"5"	""	"1.028664"	""	""	"                                        "	""
"3d3.(4F).4s"	"c 3F"	"2"	""	"1.088467"	""	""	"                                        "	""
"3d3.(4F).4s"	"c 3F"	"3"	""	"1.093170"	""	""	"                                        "	""
"3d3.(4F).4s"	"c 3F"	"4"	""	"1.099016"	""	""	"                                        "	""
"3d3.(2G).4s"	"b 3G"	"3"	""	"1.193482"	""	""	"                                        "	""
"3d3.(2G).4s"	"b 3G"	"4"	""	"1.195310"	""	""	"                                        "	""
"3d3.(2G).4s"	"b 3G"	"5"	""	"1.197974"	""	""	"                                        "	""
"3d3.(2H).4s"	"b 3H"	"4"	""	"1.256209"	""	""	"                                        "	""
"3d3.(2H).4s"	"b 3H"	"5"	""	"1.256912"	""	""	"                                        "	""
"3d3.(2H).4s"	"b 3H"	"6"	""	"1.258670"	""	""	"                                        "	""
"3d3.(2F).4s"	"d 3F"	"4"	""	"1.391509"	""	""	"                                        "	""
"3d3.(2F).4s"	"d 3F"	"3"	""	"1.392946"	""	""	"                                        "	""
"3d3.(2F).4s"	"d 3F"	"2"	""	"1.394111"	""	""	"                                        "	""
"3d3.(4F).4p"	"z 5G*"	"2"	""	"1.529927"	""	""	"  99                                    "	""
"3d3.(4F).4p"	"z 5G*"	"3"	""	"1.533665"	""	""	"  99                                    "	""
"3d3.(4F).4p"	"z 5G*"	"4"	""	"1.538581"	""	""	"  99                                    "	""
"3d3.(4F).4p"	"z 5G*"	"5"	""	"1.544590"	""	""	"  99                                    "	""
"3d3.(4F).4p"	"z 5G*"	"6"	""	"1.551758"	""	""	" 100                                    "	""
"3d3.(4F).4p"	"z 3D*"	"1"	""	"1.554419"	""	""	"  44         :    34  3d3.(4F).4p  5F*  "	""
"3d3.(4F).4p"	"z 5D*"	"2"	""	"1.557048"	""	""	"  43         :    28  3d3.(4F).4p  3D*  "	""
"3d3.(4F).4p"	"z 5D*"	"3"	""	"1.560790"	""	""	"  68         :    15  3d3.(4F).4p  5F*  "	""
"3d3.(4F).4p"	"z 5D*"	"1"	""	"1.561765"	""	""	"  77         :    16  3d3.(4F).4p  5F*  "	""
"3d3.(4F).4p"	"z 5F*"	"2"	""	"1.564630"	""	""	"  46         :    47  3d3.(4F).4p  5D*  "	""
