configuration	term	J	energy
2s2.2p5	2P*	3/2	0.0
2s2.2p5	2P*	1/2	0.34544
2s.2p6	2S	1/2	6.95863
2s2.2p4.(3P).3s	4P	5/2	32.016
2s2.2p4.(3P).3s	4P	3/2	32.173
2s2.2p4.(3P).3s	4P	1/2	32.324
2s2.2p4.(3P).3s	2P	3/2	32.394
2s2.2p4.(3P).3s	2P	1/2	32.57
2s2.2p4.(1D).3s	2D	5/2	32.983
2s2.2p4.(1D).3s	2D	3/2	32.995
2s2.2p4.(1S).3s	2S	1/2	33.885
2s2.2p4.(3P).3d	4P	1/2	36.102
2s2.2p4.(3P).3d	4P	3/2	36.162
2s2.2p4.(3P).3d	4F	5/2	36.162
2s2.2p4.(3P).3d	2P	1/2	36.215
2s2.2p4.(3P).3d	4P	5/2	36.257
2s2.2p4.(3P).3d	2D	3/2	36.307
2s2.2p4.(3P).3d	2F	5/2	36.336
2s2.2p4.(3P).3d	2P	3/2	36.453
2s2.2p4.(3P).3d	2D	5/2	36.494
2s2.2p4.(1D).3d	2S	1/2	36.945
2s2.2p4.(1D).3d	2F	5/2	36.971
2s2.2p4.(1D).3d	2P	3/2	37.103
2s2.2p4.(1D).3d	2D	5/2	37.104
2s2.2p4.(1D).3d	2D	3/2	37.219
2s2.2p4.(1S).3d	2D	5/2	37.817
2s2.2p4.(1S).3d	2D	3/2	37.873
2s.2p5.(3P*).3s	2P*	3/2	38.657
2s.2p5.(3P*).3s	2P*	1/2	38.858
