Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"1s2.2s2"	"1S"	"0"	""	"0.000000"	""	"0.000000"	"  94             :     6  1s2.2p2             1S        "	"L9089"
"1s2.2s.2p"	"3P*"	"0"	""	"1.013810"	""	"0.00004"	" 100                                                    "	"L9089"
"1s2.2s.2p"	"3P*"	"1"	""	"1.017958"	""	"0.00003"	" 100                                                    "	"L9089"
"1s2.2s.2p"	"3P*"	"2"	""	"1.027020"	""	"0.00004"	" 100                                                    "	"L9089"
"1s2.2s.2p"	"1P*"	"1"	""	"1.958783"	""	"0.000012"	"  99                                                    "	"L9089"
"1s2.2p2"	"3P"	"0"	""	"2.636573"	""	"0.00003"	" 100                                                    "	"L9089"
"1s2.2p2"	"3P"	"1"	""	"2.641226"	""	"0.00003"	" 100                                                    "	"L9089"
"1s2.2p2"	"3P"	"2"	""	"2.64927"	""	"0.00005"	" 100                                                    "	"L9089"
"1s2.2p2"	"1D"	"2"	""	"2.895046"	""	"0.000014"	"  99                                                    "	"L9089"
"1s2.2p2"	"1S"	"0"	""	"3.58242"	""	"0.00005"	"  93             :     6  1s2.2s2             1S        "	"L9089"
"1s2.2s.3s"	"3S"	"1"	""	"8.9149282"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2s.3s"	"1S"	"0"	""	"9.096114"	""	"0.0004"	"  96                                                    "	"L9089"
"1s2.2s.3p"	"1P*"	"1"	""	"9.346143"	""	"0.0004"	"  88             :    10  1s2.2p.3s           1P*       "	"L9089"
"1s2.2s.3p"	"3P*"	"0"	""	"9.371167"	""	"0.0004"	"  99                                                    "	"L9089"
"1s2.2s.3p"	"3P*"	"1"	""	"9.3723779"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2s.3p"	"3P*"	"2"	""	"9.374706"	""	"0.0004"	"  99                                                    "	"L9089"
"1s2.2s.3d"	"3D"	"1"	""	"9.607580"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2s.3d"	"3D"	"2"	""	"9.607984"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2s.3d"	"3D"	"3"	""	"9.608658"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2s.3d"	"1D"	"2"	""	"9.7680"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2p.3s"	"3P*"	"0"	""	"10.2081"	""	"0.0012"	"  98                                                    "	"L9089"
"1s2.2p.3s"	"3P*"	"1"	""	"10.2128"	""	"0.0005"	"  98                                                    "	"L9089"
"1s2.2p.3s"	"3P*"	"2"	""	"10.2222"	""	"0.0005"	"  98                                                    "	"L9089"
"1s2.2p.3s"	"1P*"	"1"	""	"10.3781"	""	"0.0006"	"  88             :    10  1s2.2s.3p           1P*       "	"L9089"
"1s2.2p.3p"	"1P"	"1"	""	"10.4672"	""	"0.0004"	"  98                                                    "	"L9089"
"1s2.2p.3p"	"3D"	"1"	""	"10.5205"	""	"0.0012"	"  96                                                    "	"L9089"
"1s2.2p.3p"	"3D"	"2"	""	"10.5262"	""	"0.0006"	"  98                                                    "	"L9089"
"1s2.2p.3p"	"3D"	"3"	""	"10.5356"	""	"0.0005"	"  98                                                    "	"L9089"
"1s2.2p.3p"	"3S"	"1"	""	"10.6210"	""	"0.0007"	"  96                                                    "	"L9089"
"1s2.2p.3p"	"3P"	"0"	""	"10.675"	""	"0.005"	" 100                                                    "	"L9089"
"1s2.2p.3p"	"3P"	"1"	""	"10.6802"	""	"0.0010"	"  99                                                    "	"L9089"
"1s2.2p.3p"	"3P"	"2"	""	"10.6832"	""	"0.0008"	" 100                                                    "	"L9089"
"1s2.2p.3d"	"3F*"	"2"	""	"10.7339"	""	"0.0010"	"  90             :     9                      1D*       "	"L9089"
"1s2.2p.3d"	"3F*"	"3"	""	"10.7372"	""	"0.0006"	"  99                                                    "	"L9089"
"1s2.2p.3d"	"3F*"	"4"	""	"10.7456"	""	"0.0005"	"  99                                                    "	"L9089"
"1s2.2p.3d"	"1D*"	"2"	""	"10.7536"	""	"0.0005"	"  91             :     9                      3F*       "	"L9089"
"1s2.2p.3p"	"1D"	"2"	""	"10.7997"	""	"0.0006"	"  98                                                    "	"L9089"
"1s2.2p.3d"	"3D*"	"1"	""	"10.8811"	""	"0.0015"	"  99                                                    "	"L9089"
"1s2.2p.3d"	"3D*"	"2"	""	"10.8834"	""	"0.0006"	"  98                                                    "	"L9089"
"1s2.2p.3d"	"3D*"	"3"	""	"10.8854"	""	"0.0005"	" 100                                                    "	"L9089"
"1s2.2p.3d"	"3P*"	"2"	""	"10.9345"	""	"0.0005"	"  95                                                    "	"L9089"
"1s2.2p.3d"	"3P*"	"1"	""	"10.9395"	""	"0.0007"	"  96                                                    "	"L9089"
"1s2.2p.3d"	"3P*"	"0"	""	"10.9420"	""	"0.0015"	"  97                                                    "	"L9089"
"1s2.2p.3p"	"1S"	"0"	""	"10.9912"	""	"0.0012"	"  92                                                    "	"L9089"
"1s2.2p.3d"	"1F*"	"3"	""	"11.0451"	""	"0.0005"	"  97                                                    "	"L9089"
"1s2.2p.3d"	"1P*"	"1"	""	"11.1032"	""	"0.0006"	"  98                                                    "	"L9089"
"1s2.2s.4s"	"3S"	"1"	""	"11.8389"	""	"0.0005"	"  99                                                    "	"L9089"
"1s2.2s.4s"	"1S"	"0"	""	"11.9110"	""	"0.0011"	"  96                                                    "	"L9089"
"1s2.2s.4p"	"3P*"	"2"	""	"12.0115"	""	"0.0005"	"  99                                                    "	"L9089"
"1s2.2s.4p"	"1P*"	"1"	""	"12.0277"	""	"0.0005"	"  97                                                    "	"L9089"
"1s2.2s.4d"	"3D"	"2"	""	"12.1040"	""	"0.0006"	" 100                                                    "	"L9089"
"1s2.2s.4d"	"3D"	"3"	""	"12.1045"	""	"0.0005"	" 100                                                    "	"L9089"
"1s2.2s.4d"	"3D"	"1"	""	"12.105"	""	"0.003"	" 100                                                    "	"L9089"
"1s2.2s.4d"	"1D"	"2"	""	"12.1554"	""	"0.0005"	"  99                                                    "	"L9089"
"1s2.2s.4f"	"3F*"	"2"	""	"12.1671"	""	"0.0008"	"  99                                                    "	"L9089"
"1s2.2s.4f"	"3F*"	"3"	""	"12.1681"	""	"0.0005"	"  99                                                    "	"L9089"
"1s2.2s.4f"	"3F*"	"4"	""	"12.1686"	""	"0.0005"	"  99                                                    "	"L9089"
"1s2.2s.4f"	"1F*"	"3"	""	"12.1842"	""	"0.0005"	"  98                                                    "	"L9089"
"1s2.2p.4s"	"3P*"	"0"	""	"13.037"	""	"0.004"	"  99                                                    "	"L9089"
"1s2.2p.4s"	"3P*"	"1"	""	"13.040"	""	"0.003"	"  79             :    17                      1P*       "	"L9089"
"1s2.2p.4s"	"3P*"	"2"	""	"13.0493"	""	"0.0007"	"  99                                                    "	"L9089"
"1s2.2p.4s"	"1P*"	"1"	""	"13.061"	""	"0.003"	"  63             :    20                      3P*       "	"L9089"
